342,465,807
9864149444095196905865910563391114235964024845704180586043514804509746602841013393227088194317734,8696588223171495069642709354779247799713078123348252841992374301140470518309441530241400688392601347,8706452372615590266548575265342638913949042148193957022578417815944980264912282543634627776586919081
55507868,296629734840,296685242708
970466,36454584157,36455554623
81215305033048532380241745366703,60192147785227153779985408301808613536,60192229000532186828517788543553980239
75401683172090688033404844237210050370881133876050979093177944067557508932487044,3774650550664944868835160010889646715158390281948706117074176481114250743613053,79176333722755632902240004248099697086039524157999685210252120548671759676100097
418083746,11,418083757
73,6,79
1860739845910,911157092100249370223071209700121687992960936609092011429905414709089154576329011352533,911157092100249370223071209700121687992960936609092011429905414709089154578189751198443
933176672338441349884943240663400577302112209981419993768361033016562226563104671910590911408149422,6317741386945121073413612243442592204022739854018361078528337085048023774452175228438229715334,933182990079828295006016654275644019894316232721274012129439561353647274586879124085819349637864756
9216588427686899795232526,15131236357887667,9216588442818136153120193
7458742131,8101139739,15559881870
53170535009198,13472,53170535022670
8819461535817014494976106572033067798770825741139951549689893408200205942052746147559372427872,839498652722143894049480483165220080845867343905083288353199682820591701637582895068562408686328930,839507472183679711063975459271792113913666114730824428304749372713999901843524947814709968058756802
22169450462895614828,139819390355051985,22309269853250666813
91434434816,9237554619,100671989435
34235081225036683504110195046078101934455798,55324812459631172367237903767581857748553217289092549654332249345214811752719367,55324812459631172367237903767581857782788298514129233158442444391292913687175165
675534266216248526161802135577631740825410643960450824926879005,36852129071844261384355835205235835456281040260990504194695838636302116204719349419387,36852129071844261384356510739502051704807202063126081826436664046946076655544276298392
10061622549711428142,838701889,10061622550550130031
94299429,846714,95146143
449780310575536940278187,677263816449251887566408676449256089695617869721602122911580064,677263816449251887566408676449256089696067650032177659851858251
246303566571356121124084685795952392795452709100336101044588115573749039818648395963938,4171937825861347271264169882745915607892501346939507696591253511832946,246303566571356125296022511657299664059622591846251708937089462513256736409901907796884
85,2899670673007079519278956,2899670673007079519279041
65458101,51068372187,51133830288
2830854268055327246678725190977446833889424322727600415377392695726841553,6744007962932014406297737697607411889691768791288587471802369602951199,2837598276018259261085022928675054245779116091518889002849195065329792752
9212876268858673215865540327980511105120657402970214653799136252367978928699999404,63465873155046361367534122285187872725426243439755031909001175516603001,9212876268922139089020586689348045227405845275695640897238891284276980104216602405
87115070293281469422851,64367,87115070293281469487218
29704778,54416065,84120843
747892070348861665032225854410205333033192072070618516849642218709207897235377,2068888483502039,747892070348861665032225854410205333033192072070618516849642220778096380737416
393280729108769779660547813553816755952956677847910142359916416889677832927116970302275,795300889873842569364895665372140432668063990876192593264378574008750751665611315450375,1188581618982612349025443478925957188621020668724102735624294990898428584592728285752650
9693283761416,39011020137306422609790,39011020146999706371206
9604680995,568735,9605249730
299270749554467887965524885589233459943550160986078065492435464044470195293288128656,40473654023113111033369901663719816574099256215399894130934805832509898930104745657435279386822599627,40473654023113111332640651218187704539624141804633354074484966818587964422540209701905474680110728283
445050681104054375645183820468212902658751021551052077663,508495354467122467252504809255931970553533251834141358614501501361956678224040226328,508495354467122467252504809700982651657587627479325179082714404020707699775092303991
7823315518907063659996,162297,7823315518907063822293
6852325783,35,6852325818
3101352672601101636726264636,5734610017428860221320665469960788333691642825334647554729895872842248160734317852,5734610017428860221320665469960788333691642825334647557831248545443349797460582488
2872204601070360332576121588499051290431901274532644869800857,85641579039213275477095699403627868210817545786867129232244,2957846180109573608053217287902679158642718820319511999033101
3922297958907458371864,25,3922297958907458371889
14,51502,51516
56076471852692274086584868888248919962580088373865547887238147,2525493243446337621776791718720249035528005111116043278575612462974128434789597389666914,2525493243446337621776791774796720888220279197700912166824532425554216808655145276905061
6126008895893838481948959191531677867583712262565135545896333320074091403865157682281113347,7739504003313229283893451596976977468301171819777217153418859877911628200038870,6126008895901577985952272420815571319180689240033436717716110537227510263743069310481152217
6446352929,3446785,6449799714
8487,7477,15964
539128160619804235925464412787401419799324856167184525848749659543989129272172251,138479895247489184,539128160619804235925464412787401419799324856167184525848749659682469024519661435
837627521894645799630490870216067992793153586421709097036832918754476846894150888443654,223117271837670304173386743167914440367349304443664420156552457957698582681943974,837627745011917637300795043602811160707593953771013540701253075306934804592733570387628
291,18475716998225071323962,18475716998225071324253
71552792176,20185776,71572977952
73099368039,4527363688504996189675136316935957038403899175510488670829283457295860956,4527363688504996189675136316935957038403899175510488670829283530395228995
477996330362764955967565161876822315250770030917454293335335466001793588953161757,1723723754272405326540393819074857733993838418066141598283316325168752164570602620605204,1723724232268735689305349786640019610816153668836172515737609660504218166364191573766961
169835314758520,1378,169835314759898
8836,809646950,809655786
63079990033292817126266460334489673526516077999299178088020561817086174393131765675331080,84775002933723824495639314710935937903923844193329688574531327726156648492537563422759513283,84838082923757117312765581171270427577450360271328987752619348287973734666930695188434844363
258384431617084971781009938988300536376706015393828809135971437087072977168231196885631030032223385,9255472508666503857840152921478895492943132937258177714612191240809,258384431617084971781009938988309791849214681897686649288892915982565920301168455063345642223464194
70870197,576432904736350489,576432904807220686
140,3930,4070
98171938617233565363705693176869705924070414060527277062866,2806,98171938617233565363705693176869705924070414060527277065672
814301422296785280698181274668667335663468606089488486313133591605319,97236118052907292830552276486433578818727578416433899377286544259178529317834939371302,97236118052907293644853698783218859516908853085101235040755150348667015630968530976621
22867686344197699455,50074543499556855676753096,50074566367243199874452551
28624486,60992,28685478
5192438933407774,6542485832622779380744768605603290172136310926108020805601577857451249,6542485832622779380744768605603290172136310926108020810794016790859023
736115684265636078611950854823857315424527985495083964,526064937080262547887372585036348436932363078043180157782876,526065673195946813523451196987203260789678502571165652866840
16447,30,16477
13542735,194110,13736845
23294331477195140333131867866951255468238289042863827630283128030099686975854051284,83177451284,23294331477195140333131867866951255468238289042863827630283128030099687059031502568
771840963228628131579490773155448137679120889229892,31014019171583162372158921671879400547378045624036834556004139838478251623916,31014019171583162372158922443720363776006177203527607711452277517599140853808
708471310716065,495108425,708471805824490
683,783967,784650
645889186602186790012786094811951352197636936310,584008268587955740293949776478026625900166805376986580925,584008269233844926896136566490812720712118157574623517235
56157032214877097716582499101629650907634196096213537257216184293596061484211824843635,722932249042546344610383850959623458903377528082065526514315,56157032214877097716582499824561899950180540706597388216839643196973589566277351357950
841338266365212963542523,400702812372387479377,841738969177585351021900
57745,626589640,626647385
44289962649166173837084643768492,466812116424740706082933535017482986642837914,466812116424784996045582701191320071286606406
83714740479220285123305088651503181121550473954637682,84014931374856988194111514964595609092286212223304874,167729671854077273317416603616098790213836686177942556
74712152534280514622,33555496552394,74712186089777067016
22320,113,22433
2403191988609549015049640982296665168269972574469883033029336813,97734661733730657814997652041418860878952785005614656223508171228914,97737064925719267364012701682401157544121054978189126106541200565727
5692796628028052296774267918250607786197583507857051056668203601681621748512245020614195275,38329068084212483221243703692784446269224155621972022568,5692796628028052296774267918250607824526651592069534277911907294466068017736400642586217843
717760079694281372,866563784,717760080560845156
53127877029,5388342,53133265371
14191144699179802430561438226443014411930,880796443727776384001882281216421331362135131240918,880796443741967528701062083646982769588578145652848
78956048107631804918071948135455245813645221408296820,39164830663817981542656131548182281764793942652370552059655149319213379050,39164830663817981542735087596289913569712014600506007305468794540621675870
8759280318304936,9605033773829,8768885352078765
855,6309198595,6309199450
88895250450937491810,719884045565621001688283240222349215409872,719884045565621001688372135472800152901682
6359163067342729662327150881241429532526931881540410,2124437929139582710247730782100325953620945878515303,8483600996482312372574881663341755486147877760055713
6786,53483209749615,53483209756401
947588168,9453028,957041196
686823257615480597214698769744445185822076197127080040384300807524730324645846197455645,25249,686823257615480597214698769744445185822076197127080040384300807524730324645846197480894
66736526207404929546242055257712563927268204230228442155621,9014529408217715519170908277181057842195827807309893604934678611246956516503534,9014529408217715519237644803388462771742069862567606168861946815477184958659155
34012323360590,87501857,34012410862447
9848,7816058,7825906
4580746836343367152192603125099978208,549249728929743590582905979777918281907243,549254309676579933950058172381043381885451
979242964441852893376902327831199266308877755280403033870056035679311642,10706609189546277342084351006218532603663151524633305067658344983462845621575801629373965148674,10706609189546277342085330249182974456556528426961136266924653861218126024609671685409644460316
37866313352,916883,37867230235
584774,87636178206,87636762980
4506842175897721561657805233225546455618015462759234822149459436484100374897876,9125284214390278303568275049994639708,4506842175897721561657805233225546455618024588043449212427763004759150369537584
7016747393527546437248582249544134954883950102600380465086579253854494628614955717,1166540807504866887309141258576449453204312853733425144912138941,7016747393527546438415123057049001842193091361176829918290892107587919773527094658
662822089334,636509197298,1299331286632
39421,15798070895,15798110316
543720840652226130,8858886384250112670664450959509417923938385788911242625,8858886384250112670664450959509417924482106629563468755
31318203366320008050179632029194153009015824781598071789046,14799887541954363442386934744286303390035552896437398189679635654031970246929,14799887541954363473705138110606311440215184925631551198695460435630042035975
209503478966589088530,712948,209503478966589801478
45991243072,194,45991243266
8720905839478579118282972648482479583248066290829176717914535875560780102778859404,2838771459909927422180,8720905839478579118282972648482479583248066290829176717914538714332240012706281584
255171516054516277783228388744058290531752577559087652910748735,59240377610333289402206965639545495724421640997524441044757878281507370530770849049231715059402,59240377610333289402206965639545750895937695513802224273146622339797902283348408136884625808137
30442500608599337519702,115778035189,30442500608715115554891
2769,2740544,2743313
99366175185027139643288465328583537192743472336408661559130678789,98068021217176687668801008982214046051456894408897731624005613243626832291043915416423786358314547,98068021217176687668801008982214145417632079436037374912470941827164025034516251825085345488993336
123364962944743563095539097739379171179699226856663836128134965250548394,9700250238513143371991560307770846767412364935898026857919296710038045705438929557144,9700250238513266736954505051333942306510104315069206557146153373874173840404180105538
89478936499726725,6071702,89478936505798427
87,75453613,75453700
88114947086193034830252296864655315430563357099640919297078094484756182351786594826,39540754102387648503627864419024310825021811568932258987044698938382230267,88114947125733788932639945368283179849587667924662730866010353471800881290168825093
7125873659706877826890571507057553149823197472928550315104421448804868740151,907201558822095112096748339337830431161230296334385570176856698399602391965621639665812931,907201558822102237970408046215657321732737353887535393374329626949917496387070444534553082
290370105814211103304,5381431676038157,290375487245887141461
3009339257,851,3009340108
8850868780,615,8850869395
541651961539534914232982488404861138733024043945148192643977515108184467793294,78231288349319679878814648512253967525121965903067270995533465268478253,541652039770823263552662367219509650986991569067114095711248510641649736271547
42887,6324155028265691772,6324155028265734659
64444953,380,64445333
550993251273797026109633230724909956650723817136478417047449960436486227005212563063100984335137726,3011386881793987930093171799458383378362278235931310435,550993251273797026109633230724909956650723820147865298841437890529658026463595941425379220266448161
9777136432657150883180523849814093159310457077203122595899857604078162524864,48547836507809247556427994480682691682491584186720772524647290387999584,9777184980493658692428080277808573842002139568787309316672382251368550524448
41,7609937381565,7609937381606
4091642,668520,4760162
63943834661089538964154023917758768559894,4832881879371675228931040466726429126280118852656465304332525783655421265391225597867940,4832881879371675228931040466726429126280118852720409138993615322619575289308984366427834
2202780316873398909551475659970317160006234155075961018698572072380403538946073525148411248,4799176869145894039779407857068479697001891291734296715873076103018094212641541759918183632,7001957186019292949330883517038796857008125446810257734571648175398497751587615285066594880
1165462296817,730481792185431,731647254482248
117113557,3541,117117098
32604530267666,4550059393386042569906141779675924198692889068549282998499657441287461982517936080124241567544,4550059393386042569906141779675924198692889068549282998499657441287461982517936112728771835210
8101470809473838295686187767271586364518230370811772292752395,804063351025963119885095234213272164136710454515763495802817505912699482083088571580686,804063351025963119885095242314742973610548750201951263074403870430929852894860864333081
97005621386957,677105,97005622064062
78083767,2156,78085923
9049333774151118934885503288720876424229759774587528566060,56169711764475919391147324039622816216415063917747048747749332147436302150584641156356039749738564248,56169711764475919391147324039622816216415072967080822898868267032939590871461065386115814337267130308
352977141185601780553239402288205536958571816694894836946550650575209009244466493303432,145431179242732508941561656275081665646133614192375607,352977141185601780553239402288205682389751059427403778508206925656874655378080685679039
389692665079575446140432,73258562,389692665079575519398994
57970092,8,57970100
768668567098248655460,763776978207139483742727505764519132205723280090142749908528720880719488368331401685955095041088743,763776978207139483742727505764519132205723280090142749908528720880719488368332170354522193289744203
7514266236681987739160625153751881928229979036729322329660018793704462899720006317696396960,6406945876310482676408033635321639359807626519409083377934544,7514266236681987739160625153758288874106289519405730363295340433064270526239415401074331504
115334295891991,7414954751,115341710846742
6,438191302,438191308
823759265968959462338978224935063185673324737659455525412086526794800802402147865211090,80580384,823759265968959462338978224935063185673324737659455525412086526794800802402147945791474
5661740216149874295810019195264471702998169340942241819264371136676800284693510198906824112731,819595580301894683130357454488278154824672873947818836111257117241528551076,5661740216149874296629614775566366386128526795430519974089044010624619120804767316148352663807
79694863854048916815,875650394521931,79695739504443438746
5588,3621849,3627437
70106142212335517924997041296034578795217526091711,1162207288139786090792293753330891123005914762736797190793584322692854245734173471,1162207288139786090792293753330961229148127098254722187834880357271649463260265182
1592002523514432126769486874003044192689006407244623527288368884831214597726956428,806229869545980036182621503051701451811346210842082711,1592002523514432126769486874809274062234986443427245030340070336642560808569039139
758627,3356845816974760,3356845817733387
261151179,302,261151481
4183537371787987572293841119603905150048,339409605685753448167950697227554,4183537711197593258047289287554602377602
8878047863754361381705423571630348207497519620258187263683671,4444646383351850115747223404293363227917184360953395451352002436769423214138333644464964567,4444646383351850115747223404302241275780938722335100874923632784976920733758591831728648238
4628090908181666,7512677301555,4635603585483221
66131893,72633567098,72699698991
5793693441089214642294155011555342,2067384730737650216338012797664507132101954867946846233191615938211359355937,2067384730737650216338012797664507132101960661640287322406258232366370911279
8497906677505476362112959860453578183800053824057762573735623371352671683412272468839346,82201216480122759397539100469131337173881115301841897285685,8497906677505476362112959860535779400280176583455301674204754708526552798714114366125031
20942666368875763094492214,96876487331,20942666368875859970979545
28953427,3882,28957309
7731413183799893399313,2337531625303927900737715392154350658358357923821992459729652573842494507,2337531625303927900737715392154350658358357923822000191142836373735893820
829903450103127257314443972075584715739658014254958350334426788689,57740638031734401577094703887570929285207337268336708535,829903450160867895346178373652679419627228943540165687602763497224
556257,61024754905303979506765,61024754905303980063022
2030327420,2347,2030329767
1010403526650925114769135235759793842766956985455225031667698328864,465150632166644520756530650043689744636975330556275361421,1010403527116075746935779756516324492810646730092200362223973690285
745833654344413826416527898302569620197962685824933812639233869147327758669396280304400124606723,3168278301812925326401210960160570493686807107029632086689167965778307426892637117132,745833654347582104718340823628970831158123256318620619746263501234016926635174587731292761723855
733229,926512194,927245423
629011,206,629217
17583409,34149357575479304896642429369469938664082122993257578083274103053765656448538545340170484684,34149357575479304896642429369469938664082122993257578083274103053765656448538545340188068093
13836369539467619304202293892771186506219525737139334257906032964919947131693810858737139945177555,6360392714654670630744985373122512206540240395952439434,13836369539467619304202293892771186506219532097532048912576663709905320254206017398977535897616989
7470708,6583421610,6590892318
33514389,68759843,102274232
4857979216889534417701083784583948729781086976254257789186544978309525230785054005745,316346417712463589801,4857979216889534417701083784583948729781086976254257789186544978625871648497517595546
499208934266994019485207755900789222913910914446843865706635932,6419790223613446132657743153882255008963464311522347622127152931681864169137547,6419790223613446631866677420876274494171220212311570536038067378525729875773479
80097601186889717636887496,7531295,80097601186889717644418791
76340,134234468,134310808
69738286292891508205525033949473282243077095472168987072914771819753101507087544552213,334735555849238704445700597768,69738286292891508205525033949473282243077095472168987073249507375602340211533245149981
5034230214129725922634165348237584213310586309042269241563708783619073212783821803252193082338,7678083472866533545114726751225617793603851622054019755541422,5034230214129725922634165348237591891394059175575814356290460009236866816635443857271948623760
3963146265835817,15558568644206,3978704834480023
8394,189569,197963
131844426735485345288993337412128385199474282064412504050645171773291,830704487192826940519389786267599,131844426735485345288993337412128386030178769257239444570034958040890
771749042732361563658833600178425276093002259774217330281591058010003536557163419354845053,642932775584660339848753433482470783188962062065945688043788324934352202992,771749042732362206591609184838765124846435742245000519243653123955691580345488353707048045
3995302945248294,48005177,3995302993253471
59,5247,5306
56487725299621499702690717174,155684444899844946017351233684332803915896385995549272,155684444899844946017351290172058103537396088686266446
29774540717792106226708970895352592735168808570123583554424182133748341839378760930331132745462,118374516155012296902770339271740508533500016863246444522271572874,29774540717792106226708970895470967251323820867026353893695922642281841856242007374853404318336
562651504002738853,98049615714110145455693433,98049616276761649458432286
337,924,1261
44050182724657237,4869401978002296438012226158711803401427,4869401978002296438012270208894528058664
5815891013222584018582587576959938139326956044287275389317620699911493220075256862562950022021724,9577491827616362065532684738816175099845941224800538427990632650169028,5815891013222584018582587586537429966943318109819960128133795799757434444875795290553582672190752
7588390054068924544,48876760831585245215060,48884349221639314139604
7400,81294,88694
83160545125076665871279385297934307987019032744916446304937209623915165428143083179144169627281941,348146119597656741544155838920206111046443016315310650248507671810378306576083007229036481132037,83508691244674322612823541136854514098065475761231756955185717295725543734719166186373206108413978
71378110278971129280393577290869036349270523606633126296932999044670450326868414870317538367236579076,103337108821662257770147367818722582954211729203688642943715384759240590655177576804,71378110278971129383730686112531294119417891425355709251144728248359093270583799629558129022414155880
34815981655453572732316,2286824920690738413,34818268480374263470729
5714,5563375,5569089
92510387801974,8750185605746310,8842695993548284
1440535449233692698337601262813518671739316256888339910198685987963603383635742514307255404085564878,637550601934002171402783572822346660287759268006909924859419396092374969126,1440535449233692698337601900364120605741487659671912732545346275722871390545667373726651496460534004
3019378122967013483490,12721010114636,3019378135688023598126
83,982778,982861
650139609173038830436353071320124482019801918903,38869828,650139609173038830436353071320124482019840788731
47943132815900159103778998325539728330963417436606036,861332167488582604150538163395655744030028956679057621424190034741041997649,861332167488582604150586106528471644189132735677383161152520998158478603685
822354445860209527014854,1511,822354445860209527016365
9515544955,843099969,10358644924
60607148273477123266464084122044342864686731003713390306874513267796174692543732102309502021,81035496505498829714364,60607148273477123266464084122044342864686731003713390306874513267796255728040237601139216385
85892130138463530088684974711993354226349391478749670327967272962874674820769,793251020122472139906763155073485056357342590929077142,85892130138463530088685767963013476698489298241904743813023630305465603897911
9082826045866112560322938,3922388,9082826045866112564245326
45,9929,9974
21746627983713872291980205358003000159798171,628175603747418962595375199391296608899058237057614613411347,628175603747418984342003183105168900879263595060614773209518
2327513097279415598029756231203711758387183862535382434250694165639513369974288618467392213084130,8539611299392564631632950156407250242335666079580902267649670092,2327513097279415598029756231203720297998483255100014067200850572889755705640368199369659862754222
2111,185239,187350
108,1004391932,1004392040
34669294433754306794990988332586341228,5603062000818192,34669294433754306794996591394587159420
92753462437417552314175869833598722823737786643359162545311616769650867398145795386765184644041,2973083124362928909500546492053874682930564778049793303306301339155522612869788503780560976247,95726545561780481223676416325652597506668351421408955848617918108806390011015583890545745620288
831189595,71941564956936262144739930,71941564956936262975929525
910479730,6662,910486392
6178732859207353324217475113696362217745610095527477384372911205985266210232095833506210,8660722841353644301431304058992259455823634932254,6178732859207353324217475113696362217754270818368831028674342510044258469687919468438464
521922190649686798770677579551965122473502212008791174134094327659112301532147116,22030159759062549570175445752205985828342130082101090273723872423393199753540038288975,22030681681253199256974216429785537793464603584313099064898006517720858865841570436091
7139042144,8726,7139050870
607091,7975,615066
36633329911143444519988939640591806942615033169114746829497702040482967680676880750356275428985087,237126316344253996692300454346,36633329911143444519988939640591806942615033169114746829497702040483204806993225004352967729439433
64828409071000877833419511045250303537706448506163658881756288443396922951335017774545008178844060,30775543280072821657823869485026737015018186772779596121407681,64828409071000877833419511045250303568481991786236480539580157928423659966353204547324604300251741
818616,93138907785848,93138908604464
343509,9865151,10208660
5585705220995651556503385675116455114126981607757162428,135246800272142,5585705220995651556503385675116455114127116854557434570
87715258418262296751889939437962143090650260889088479150837607238121756044504308770,3482017587300364751987642843116143945427306191313248177872359371226,87715258418262300233907526738326895078293104005232424578143798551369933916863679996
37414843611418090,525,37414843611418615
24,83688562,83688586
44450097312116817159067850344558593930710743928621559982313204453,369346054475813250742870228364899210925485514743077802149996916813213890905300091,369346054475813295192967540481716369993335859301671732860740845434773873218504544
251348875495663177525146124899278350573541568861504895305733231831661415224940993072,905194699912391911849495182192951394014961790112993658801529810549700116450,251348876400857877437538036748773532766492962876466685418726890633191225774641109522
55241553010568899,6871500950944068531903,6871556192497079100802
4594035613,5659,4594041272
164679744307656609703169746965374748477180365981,87947608712809565391391797162870666855516,164679832255265322512735138357171911347847221497
451835217486320170805942388309100790973412917640376433880766856422325,646876680049995571002873570461971715995828798987678574045719887937811664971775065,646876680050447406220359890632777658384137899778651986963360264371692431828197390
8279433813,804665213138883649414,804665213147163083227
3290779368,4977,3290784345
60756120474689345316823642580149199658720520168059857925846333073115221663023775408214546200,3657298341846148659271489795330048328213045,60756120474689345316823642580149199658720520168063515224188179221774493152819105456542759245
5330496831802908775675946239769749783773841746402482217643387434063423240383995082726589164983004787,8642328888244032054008064382810380892717174446719568704760942350097892932,5330496831802908775675946248412078672017873800410546600453768326780597687103563787487531515080897719
6850479036,490307908729592060668,490307908736442539704
543357,90101326583,90101869940
852712419810541860401986071293938736801063134697,8395627491067519499881842739684254160757788717229334530743073074181535388719970430346532108789,8395627491067519499881842739684254160757788718082046950553614934583521460013909167147595243486
91265436648623789060269628785630822881011291708035705137701011291538120041603143919,331560293726987319090455801033235377202066003902927600386102986549567324479320685597225632568045,331560293727078584527104424822295646830851634725808611677811022254705025490612223717267235711964
717874,2683,720557
322993061,87,322993148
49020051674651114937088808375404510592044427432518807666589661787418523519413674,80024127511468032317348936856621094993993442104468342436435466565611011428701197078045802592493146,80024127511468032366368988531272209931082250479872853028479893998129819095290858865464326111906820
2808824328213578996953475307172636837171557169260487501,748143767625698507820124424875234067617222255319620121930746227890316220,748143767625698510628948753088813064570697562492256959102303397150803721
120162333896728,413806615906,120576140512634
71366190445,7999097300,79365287745
535973484,519705435937903026077822478018426817352203733784721696879142067333947884,519705435937903026077822478018426817352203733784721696879142067869921368
838632974980338901797140774761261680051602970780335932943389487873920098338223111908534527,639988054444061377702077668982309323569009995909594561782133,838632974980338901797140774761901668106047032158038010612371797197489108334132706470316660
82547,52168703297055982,52168703297138529
6540,41,6581
691641713619345804259248982705680232868487652682949457488177895760,8446963472971838057026518516376593437636122807854326482,691641713627792767732220820762706751384864246120585580296032222242
4357386202727452114973914516492306139430806437489944244183136132279525558,273667070501966283374449344074606943989983002566187053094883854850402807295500092586,273667070506323669577176796189580858506475308705617859532373799094585943427779618144
313928626137,91460549942188975356,91460550256117601493
413,461403,461816
5269211937968970566588260623183,469640205141795170481568302726656169433636675,469640205141800439693506271697222757694259858
5499134874333811958535814878092808393868184712051679157213,6380640348158025728819646962666506194332464626953118966183056749923,6380640353657160603153458921202321072425273020821303678234735907136
9561357281626431783566,5533879431915819641,9566891161058347603207
44,3320877,3320921
45557,9895845206000812010183632031190732822455974975374640553540182386039545105647739068365,9895845206000812010183632031190732822455974975374640553540182386039545105647739113922
6529192032610433347109178122958124704391962905454187868904064,2387274814430195539483979919036064372496502442541329885123,6531579307424863542648662102877160768764459407896729198789187
27949,140379844,140407793
99817502453,2391,99817504844
1726980581177919483164071332696885273175015507392793428862,423970520801052978545328233111186636759631162869316375181739678618735555477725367449779268504,423970520801052978545328233111186638486611744047235858345811011315620828652740874842572697366
3160638337872373586334849201785038367157147115893058353468957424,908943407858066334775023784040646751280335794027816621282971619580323710751,908943407861226973112896157626981600482120832394973768398864677933792668175
5559117827219592308715,3380,5559117827219592312095
28251022,817494330,845745352
720781186518812443325,9226199581175671408202097306804504885862556317403010486324133980621,9226199581175671408202097306804504885862556318123791672842946423946
6627807193281941769387841052393573575054248825167543043,1380239397716183389067926571179962109833505714181953298987976634587848895519952,1380239397716183389067933198987155391775275102023005692561551688836674063062995
2588096761063735247,89474252188861,2588186235315924108
934717925,57108557807,58043275732
53178051711037140284987920404964914623277930614251960044444703625903986940008,17530230131508135793,53178051711037140284987920404964914623277930614251960044462233856035495075801
5494997689860837013292488083201776091992366326142387838086286518,14789200214144275617952618363902060457166518910376567232525103919471012923647,14789200214149770615642479200915352945249720686468559598851246307309099210165
891610,706,892316
5792469,952112782,957905251
8391354362755928978870501524761198279817097362998713785995323986351,357,8391354362755928978870501524761198279817097362998713785995323986708
844385269889525143833013800410792212147607842873784128924319010432,85673972156292615016323792567073610226775146524648789754404269227462699714690966954434020362,85673972156292615016323793411458880116300290357662590165196481375070542588475095878753030794
330693037493816491510,15958134,330693037493832449644
13829169,8777276,22606445
8968520421693818109033349398981486525504786448106011087517496238071440367914743303843133938619098,1371203743000482998404148899272233546359894304870376947727623,8968520421693818109033349398981486526875990191106494085921645137343673914274637608713510886346721
4664494695356438683656197611961377444228317280437779874310871141780331,85665695674888369000139395775547787537957693711783153746164060554531102964169086255370,85665695674888373664634091131986471194155305673160597974481340992310977275040228035701
2979216284573375,3241,2979216284576616
40584856144,97,40584856241
298374574405571319058009860270327494633199420122917926731545660552165693691421270457747365313696,139939357956196610139080493854287427055549693703125265165,298374574405571319058009860270327494633339359480874123341684741046019981118476820151450490578861
71081679886048778407458082469377055465133662796972450658219418577610370065373808918141897,6992412740176169586017598454785435118660431313140724704611164,71081679886048778407458082476369468205309832382990049113004853696270801378514533622753061
8345685835,1589528226981438311908023,1589528226981446657593858
47969,28705978,28753947
68777511794739,6707661063464763941907489851533507599281622537147067920214403306367372694916666268064878273912591,6707661063464763941907489851533507599281622537147067920214403306367372694916666268133655785707330
79878146008581285103668189716699820226906050619654363793770634541541432220152016,959356556741576811441233744476286166887195593365553349356894607,79878146008581286063024746458276631668139795095940530680966227907094781577046623
985418114553362,455459970691687203512,455460956109801756874
29358,1711500,1740858
55477414853638450399611866109516052293452809870411101502983861881688363650461628964619377150062113,414999318548342983318971837309401558969797828963317888058301766172804,55477414853638450399611866109931051612001152853730073340293263440658161479424946852677678916234917
12885075627405943614195571598148073307303424139995013273281873452815540835646163,876867641460565511048500422044875107466357142619987775483966309888208005226,12885952495047404179706620098570118182410890497137633261057357419125429043651389
2788901229655248,90914753659,2788992144408907
139,98621898,98622037
151254,99050647040400050603910200754782166789144770148556280389952991099,99050647040400050603910200754782166789144770148556280389953142353
28641026883723453343962413522111777545483377828139945162568287077289006,7886719849266358975535967192131055820729193250354370431520851126968750452432869235881793294395540,7886719849266358975535967220772082704452646594316783953632628672452128280572814398450080371684546
748,98144055012723403,98144055012724151
9042176735,84,9042176819
4567913477727298061050932012648851655844519848235194228751394821103803965940585862732114029890,890487580970279009517000332381489223989316590565109,4567913477727298061050932012648851655844520738722775199030404338104136347429809852048704594999
8140843759789453339768512328248244060841192238387068597406289423310598183954492,501395310695017051002431697952929389043578683595076239296580806827120819920407,8642239070484470390770944026201173449884770921982144836702870230137719003874899
5872218693,60350754641248583511,60350754647120802204
56,919827885,919827941
42151940795197568537211447631070793545295977099302813964843183917084012846284966849655875757057,80169097,42151940795197568537211447631070793545295977099302813964843183917084012846284966849655955926154
67236427927647772206174394807202125568840412569779433460369330023,96944486402220481844835081304859502762272838984042919279634777508612531345404646,96944486402220549081263008952631708936667646186168488120047347288045991714734669
103,4248486,4248589
67545500976,84347,67545585323
5773414093294878085173715179184277273254069860703395235604705640341,4988655461447397848572402948183023502510705399502228,5773414093294883073829176626582125845657018043726897746310105142569
66338506883918080312933506119402765240948406940219201253250558289600284811328955857171,727113623993102376404406055023851936848896772927783348,66338506883918080312933506119403492354572400042595605659305582141537133708101883640519
8794511623,70446814288,79241325911
55011,491139,546150
90618550432630074863288381422312414530,952835129717085057325072515462632319185610990886,952835129807703607757702590325920700607923405416
226539238094811411407799774362719317941826649575653704,871659563481936248342131517517762556056491664430618029610374628721928505328994110,871659563481936248342131517744301794151303075838417803973093946663755154904647814
6003419604041274,72,6003419604041346
33109,901,34010
2179762463404120,910720088239536776667394609466738457021321043527,910720088239536776667394609466740636783784447647
919303990628853219333094569434959739524728965444153945340710861255040748174428224023219,772704312065207070012526644168302978883270944080513666426312556474516787366812050561032784,773623616055835923231859738737737938622795673045957820371653267335771828114986478785056003
23132149646350205249612,52435317894,23132149646402640567506
5610,546,6156
138739239793671872517720902267157444965572545404814990992650062221720,4855630160565871347789,138739239793671872517720902267157444965572545409670621153215933569509
